sample_id,iso3,country,year,IQ,n_individuals,test_type,Region,population,IQ_national
ZAF3076,ZAF,South Africa,1992,82.12546684539998,778.0,RPM,Sub-Saharan Africa,54841552.0,69.79818526640575
ZAF3873,ZAF,South Africa,1992,89.6239364194,1063.0,RPM,Sub-Saharan Africa,54841552.0,69.79818526640575
ZAF7450,ZAF,South Africa,1992,70.94282177499997,1093.0,RPM,Sub-Saharan Africa,54841552.0,69.79818526640575
ZAF8035,ZAF,South Africa,1992,94.91092964979998,1056.0,RPM,Sub-Saharan Africa,54841552.0,69.79818526640575
ZAF4180,ZAF,South Africa,2000,60.0,19.0,RPM,Sub-Saharan Africa,54841552.0,69.79818526640575
ZAF6716,ZAF,South Africa,2000,64.6347912965781,185.0,RPM,Sub-Saharan Africa,54841552.0,69.79818526640575
ZAF7824,ZAF,South Africa,2000,65.69926195000002,176.0,RPM,Sub-Saharan Africa,54841552.0,69.79818526640575
ZAF7089,ZAF,South Africa,2000,60.0,806.0,RPM,Sub-Saharan Africa,54841552.0,69.79818526640575
ZAF1314,ZAF,South Africa,2001,68.99999999999997,100.0,WIS,Sub-Saharan Africa,54841552.0,69.79818526640575
ZAF4568,ZAF,South Africa,2001,63.49999999999997,152.0,WIS,Sub-Saharan Africa,54841552.0,69.79818526640575
ZAF4366,ZAF,South Africa,2008,86.35022365143337,413.0,RPM,Sub-Saharan Africa,54841552.0,69.79818526640575
ZAF5245,ZAF,South Africa,2008,90.31443654183991,356.0,RPM,Sub-Saharan Africa,54841552.0,69.79818526640575
ZAF3016,ZAF,South Africa,2010,71.998533165418,181.0,RPM,Sub-Saharan Africa,54841552.0,69.79818526640575
ZAF4435,ZAF,South Africa,2010,88.91804731434434,161.0,RPM,Sub-Saharan Africa,54841552.0,69.79818526640575
ZAF7688,ZAF,South Africa,2010,70.05401393334765,159.0,RPM,Sub-Saharan Africa,54841552.0,69.79818526640575
SSD8991,SSD,South Sudan,2009,60.23938561711348,1186.0,RPM,Sub-Saharan Africa,13026129.0,60.114141404905396
SSD3712,SSD,South Sudan,2009,60.0,191.0,RPM,Sub-Saharan Africa,13026129.0,60.114141404905396
SSD1077,SSD,South Sudan,2016,60.0,2366.0,RPM,Sub-Saharan Africa,13026129.0,60.114141404905396
SSD2648,SSD,South Sudan,2016,60.0,606.0,RPM,Sub-Saharan Africa,13026129.0,60.114141404905396
SSD8765,SSD,South Sudan,2017,75.30527370574998,13.785,RPM,Sub-Saharan Africa,13026129.0,60.114141404905396
ESP8884,ESP,Spain,1994,91.32391666666669,1189.0,RPM,Europe & Central Asia,48958159.0,94.02186309478378
ESP3771,ESP,Spain,1999,94.41999999999999,1269.0,WIS,Europe & Central Asia,48958159.0,94.02186309478378
ESP2958,ESP,Spain,2010,89.49866813451493,157.0,RPM,Europe & Central Asia,48958159.0,94.02186309478378
ESP9232,ESP,Spain,2010,92.89880158163056,101.0,RPM,Europe & Central Asia,48958159.0,94.02186309478378
ESP8271,ESP,Spain,2012,90.78305520269656,258.0,RPM,Europe & Central Asia,48958159.0,94.02186309478378
ESP5392,ESP,Spain,2014,96.60966722279795,477.0,RPM,Europe & Central Asia,48958159.0,94.02186309478378
LKA8652,LKA,Sri Lanka,2000,95.27488885759999,12.0,RPM,South Asia,22409381.0,86.61811035157457
LKA9591,LKA,Sri Lanka,2000,92.6267037824,12.0,RPM,South Asia,22409381.0,86.61811035157457
LKA6243,LKA,Sri Lanka,2017,86.03955303333336,302.0,RPM,South Asia,22409381.0,86.61811035157457
SDN1352,SDN,Sudan,1999,80.85612672470884,4377.0,RPM,Sub-Saharan Africa,37345935.0,77.95458516472871
SDN7769,SDN,Sudan,1999,78.74037442233553,2500.0,RPM,Sub-Saharan Africa,37345935.0,77.95458516472871
SDN1289,SDN,Sudan,2001,79.99327428571428,4011.5833333333335,RPM,Sub-Saharan Africa,37345935.0,77.95458516472871
SDN5704,SDN,Sudan,2001,84.15544179165789,2865.416666666667,RPM,Sub-Saharan Africa,37345935.0,77.95458516472871
SDN3980,SDN,Sudan,2003,84.03049999999999,145.0,RPM,Sub-Saharan Africa,37345935.0,77.95458516472871
SDN5195,SDN,Sudan,2004,67.54217249375,1683.0,RPM,Sub-Saharan Africa,37345935.0,77.95458516472871
SDN3606,SDN,Sudan,2006,70.46044999999998,1683.0,RPM,Sub-Saharan Africa,37345935.0,77.95458516472871
SDN5606,SDN,Sudan,2007,72.28639599999998,537.0,RPM,Sub-Saharan Africa,37345935.0,77.95458516472871
SDN1388,SDN,Sudan,2008,74.82553588787073,3185.0,RPM,Sub-Saharan Africa,37345935.0,77.95458516472871
SDN3916,SDN,Sudan,2008,84.26581156903202,1001.0,RPM,Sub-Saharan Africa,37345935.0,77.95458516472871
SDN1601,SDN,Sudan,2010,75.53,1460.0,WIS,Sub-Saharan Africa,37345935.0,77.95458516472871
SDN2829,SDN,Sudan,2010,71.09790429714283,2027.0,RPM,Sub-Saharan Africa,37345935.0,77.95458516472871
SDN5748,SDN,Sudan,2010,73.02913298656594,3632.0,RPM,Sub-Saharan Africa,37345935.0,77.95458516472871
SDN9580,SDN,Sudan,2010,65.89589256674998,981.0,RPM,Sub-Saharan Africa,37345935.0,77.95458516472871
SDN1463,SDN,Sudan,2015,89.32631860234372,3411.0,RPM,Sub-Saharan Africa,37345935.0,77.95458516472871
SDN2577,SDN,Sudan,2015,75.41025784037915,698.0,RPM,Sub-Saharan Africa,37345935.0,77.95458516472871
SDN8415,SDN,Sudan,2015,81.89871651428567,3411.0,RPM,Sub-Saharan Africa,37345935.0,77.95458516472871
SDN4915,SDN,Sudan,2016,77.69071057005667,5189.0,RPM,Sub-Saharan Africa,37345935.0,77.95458516472871
SWE2425,SWE,Sweden,1998,96.44,1036.0,WIS,Europe & Central Asia,9960487.0,97.763229942089
CHE6518,CHE,Switzerland,1970,96.0302888888889,1000.0,RPM,Europe & Central Asia,8236303.0,99.335968817219
CHE7313,CHE,Switzerland,1989,101.26074444444446,209.0,RPM,Europe & Central Asia,8236303.0,99.335968817219
CHE8276,CHE,Switzerland,2006,101.00999999999999,126.0,WIS,Europe & Central Asia,8236303.0,99.335968817219
CHE4251,CHE,Switzerland,2016,100.53638124999998,138.0,RPM,Europe & Central Asia,8236303.0,99.335968817219
SYR4283,SYR,Syria,2004,72.47304295416663,981.0,RPM,Middle East & North Africa,18028549.0,74.41006143222774
SYR9116,SYR,Syria,2004,73.45628671853684,612.0,RPM,Middle East & North Africa,18028549.0,74.41006143222774
SYR1261,SYR,Syria,2004,73.41273984989415,588.0,RPM,Middle East & North Africa,18028549.0,74.41006143222774
SYR6869,SYR,Syria,2004,73.26928805541664,2723.0,RPM,Middle East & North Africa,18028549.0,74.41006143222774
SYR4825,SYR,Syria,2013,71.92771571753332,554.0,RPM,Middle East & North Africa,18028549.0,74.41006143222774
SYR4919,SYR,Syria,2013,72.58764582254857,569.0,RPM,Middle East & North Africa,18028549.0,74.41006143222774
TWN7259,TWN,Taiwan,1985,108.96879285714284,118.0,RPM,East Asia & Pacific,23508428.0,106.58791049336799
TWN9110,TWN,Taiwan,1985,94.74345302197804,118.0,RPM,East Asia & Pacific,23508428.0,106.58791049336799
TWN6602,TWN,Taiwan,1989,104.70036714285713,2476.0,RPM,East Asia & Pacific,23508428.0,106.58791049336799
TWN4172,TWN,Taiwan,1991,112.28410000000001,443.0,RPM,East Asia & Pacific,23508428.0,106.58791049336799
TWN3816,TWN,Taiwan,2005,107.10283669167501,1506.0,RPM,East Asia & Pacific,23508428.0,106.58791049336799
TWN4083,TWN,Taiwan,2005,105.09423442812499,1906.0,RPM,East Asia & Pacific,23508428.0,106.58791049336799
TWN9793,TWN,Taiwan,2005,115.69942077914999,2878.0,RPM,East Asia & Pacific,23508428.0,106.58791049336799
TJK5305,TJK,Tajikistan,2016,87.71476303333336,674.0,RPM,Europe & Central Asia,8468555.0,87.71476303333336
TZA8412,TZA,Tanzania,1966,85.9787149875,1233.0,RPM,Sub-Saharan Africa,53950935.0,74.76304981009875
TZA4572,TZA,Tanzania,1966,73.10407872660745,1726.0,RPM,Sub-Saharan Africa,53950935.0,74.76304981009875
TZA6050,TZA,Tanzania,1980,71.86696056902034,179.0,RPM,Sub-Saharan Africa,53950935.0,74.76304981009875
TZA1468,TZA,Tanzania,1999,63.145000000000024,109.0,RPM,Sub-Saharan Africa,53950935.0,74.76304981009875
TZA3801,TZA,Tanzania,2016,62.55889291249998,823.0,RPM,Sub-Saharan Africa,53950935.0,74.76304981009875
THA9367,THA,Thailand,1957,77.57154433333336,1285.0,RPM,East Asia & Pacific,68414135.0,89.09265358443757
THA3965,THA,Thailand,1966,77.82421482000001,898.75,RPM,East Asia & Pacific,68414135.0,89.09265358443757
THA8471,THA,Thailand,1966,77.05594171307439,539.25,RPM,East Asia & Pacific,68414135.0,89.09265358443757
THA3678,THA,Thailand,1970,83.98,70.0,WIS,East Asia & Pacific,68414135.0,89.09265358443757
THA4219,THA,Thailand,1978,60.0,1462.0,RPM,East Asia & Pacific,68414135.0,89.09265358443757
THA2356,THA,Thailand,1980,81.94629893771553,150.0,RPM,East Asia & Pacific,68414135.0,89.09265358443757
THA7341,THA,Thailand,1989,83.645,1358.0,RPM,East Asia & Pacific,68414135.0,89.09265358443757
THA6473,THA,Thailand,1995,71.62,529.0,WIS,East Asia & Pacific,68414135.0,89.09265358443757
THA8691,THA,Thailand,2000,89.01755757331493,400.0,RPM,East Asia & Pacific,68414135.0,89.09265358443757
THA2256,THA,Thailand,2003,105.97680685430001,900.0,RPM,East Asia & Pacific,68414135.0,89.09265358443757
THA5629,THA,Thailand,2006,100.37295267200003,380.0,RPM,East Asia & Pacific,68414135.0,89.09265358443757
THA2735,THA,Thailand,2006,97.52863486249998,3848.0,RPM,East Asia & Pacific,68414135.0,89.09265358443757
THA3458,THA,Thailand,2006,104.84468251541998,826.5125538929749,RPM,East Asia & Pacific,68414135.0,89.09265358443757
THA7760,THA,Thailand,2006,109.74318044021584,888.812393405344,RPM,East Asia & Pacific,68414135.0,89.09265358443757
THA7616,THA,Thailand,2006,96.5105803253611,668.0,RPM,East Asia & Pacific,68414135.0,89.09265358443757
THA5626,THA,Thailand,2007,84.48277090492545,560.0,RPM,East Asia & Pacific,68414135.0,89.09265358443757
THA3812,THA,Thailand,2007,84.82,560.0,WIS,East Asia & Pacific,68414135.0,89.09265358443757
TUR4222,TUR,Turkey,1992,86.65687470588234,2396.0,RPM,Europe & Central Asia,80845215.0,87.1440867237034
TUR5288,TUR,Turkey,2006,96.16154999999998,121.0,RPM,Europe & Central Asia,80845215.0,87.1440867237034
TUR5199,TUR,Turkey,2009,87.10175680200845,271.0,RPM,Europe & Central Asia,80845215.0,87.1440867237034
UGA7703,UGA,Uganda,1972,81.05500629550082,2019.0,RPM,Sub-Saharan Africa,39570125.0,76.47705422914173
UGA1564,UGA,Uganda,2011,61.99649799690917,448.0,RPM,Sub-Saharan Africa,39570125.0,76.47705422914173
UGA9851,UGA,Uganda,2011,60.14456923886548,292.0,RPM,Sub-Saharan Africa,39570125.0,76.47705422914173
UKR9711,UKR,Ukraine,2008,88.60664639999996,132.0,RPM,Europe & Central Asia,44033874.0,90.61780447641814
ARE2499,ARE,United Arab Emirates,1997,79.47521010833333,5397.0,RPM,Middle East & North Africa,6072475.0,82.03602627047022
GBR7387,GBR,United Kingdom,1979,99.83953684210523,3176.0,RPM,Europe & Central Asia,64769452.0,99.66185472324818
GBR4760,GBR,United Kingdom,1982,96.11832307692308,598.0,RPM,Europe & Central Asia,64769452.0,99.66185472324818
GBR1967,GBR,United Kingdom,1990,99.62260709999998,239.0,RPM,Europe & Central Asia,64769452.0,99.66185472324818
GBR6442,GBR,United Kingdom,1992,99.39024545454544,603.0,RPM,Europe & Central Asia,64769452.0,99.66185472324818
GBR5782,GBR,United Kingdom,2007,101.72497954545456,846.0,RPM,Europe & Central Asia,64769452.0,99.66185472324818
GBR3956,GBR,United Kingdom,2013,92.38776996383334,332.0,RPM,Europe & Central Asia,64769452.0,99.66185472324818
USA7811,USA,United States,1945,93.43,106.0,SBIS,North America,326625791.0,97.50435606523484
USA1556,USA,United States,1945,85.74249999999999,106.0,SBIS,North America,326625791.0,97.50435606523484
USA6712,USA,United States,1955,96.43,2393.0,WIS,North America,326625791.0,97.50435606523484
USA2938,USA,United States,1960,102.398,3014.0,WIS,North America,326625791.0,97.50435606523484
USA8445,USA,United States,1963,96.36000000000001,8289.0,SBIS,North America,326625791.0,97.50435606523484
USA8815,USA,United States,1966,89.24,8289.0,WIS,North America,326625791.0,97.50435606523484
USA9146,USA,United States,1968,109.36000000000001,116.0,SBIS,North America,326625791.0,97.50435606523484
USA4922,USA,United States,1970,97.18,46.0,WIS,North America,326625791.0,97.50435606523484
USA5612,USA,United States,1970,90.68,46.0,WIS,North America,326625791.0,97.50435606523484
USA5677,USA,United States,1973,103.74413383702104,7412.0,SBIS,North America,326625791.0,97.50435606523484
USA1451,USA,United States,1973,90.66611998064828,8268.0,SBIS,North America,326625791.0,97.50435606523484
USA7344,USA,United States,1973,91.95408295281582,5256.0,WIS,North America,326625791.0,97.50435606523484
USA2277,USA,United States,1973,80.79856492521135,4613.0,WIS,North America,326625791.0,97.50435606523484
USA5467,USA,United States,1974,104.74183028286191,601.0,WIS,North America,326625791.0,97.50435606523484
USA7230,USA,United States,1974,96.34,14.0,WIS,North America,326625791.0,97.50435606523484
USA3025,USA,United States,1974,100.05693181818182,528.0,WIS,North America,326625791.0,97.50435606523484
USA7007,USA,United States,1974,103.58814814814816,27.0,WIS,North America,326625791.0,97.50435606523484
USA8893,USA,United States,1974,103.06051282051283,78.0,SBIS,North America,326625791.0,97.50435606523484
USA5375,USA,United States,1974,82.2,50.0,WIS,North America,326625791.0,97.50435606523484
USA8435,USA,United States,1975,96.01,82.0,WIS,North America,326625791.0,97.50435606523484
USA4574,USA,United States,1975,82.08,61.0,WIS,North America,326625791.0,97.50435606523484
USA5683,USA,United States,1976,109.86,198.0,WIS,North America,326625791.0,97.50435606523484
USA5347,USA,United States,1976,109.26,14.0,WIS,North America,326625791.0,97.50435606523484
USA4671,USA,United States,1976,105.54,82.0,WIS,North America,326625791.0,97.50435606523484
USA2463,USA,United States,1976,109.94,48.0,SBIS,North America,326625791.0,97.50435606523484
USA1124,USA,United States,1978,74.86217054263564,129.0,WIS,North America,326625791.0,97.50435606523484
USA8711,USA,United States,1980,101.91499999999999,1221.0,SBIS,North America,326625791.0,97.50435606523484
USA2488,USA,United States,1981,83.565,146.0,WIS,North America,326625791.0,97.50435606523484
USA8565,USA,United States,1981,94.97999999999999,44.0,WIS,North America,326625791.0,97.50435606523484
USA7656,USA,United States,1981,80.52000000000001,48.0,WIS,North America,326625791.0,97.50435606523484
USA2101,USA,United States,1985,100.91097548252768,166.66666666666666,RPM,North America,326625791.0,97.50435606523484
USA5299,USA,United States,1985,93.63762263157892,833.3333333333333,RPM,North America,326625791.0,97.50435606523484
USA1726,USA,United States,1986,105.17,1230.0,WIS,North America,326625791.0,97.50435606523484
USA5834,USA,United States,1986,97.0272,346.0,RPM,North America,326625791.0,97.50435606523484
USA5925,USA,United States,1986,94.95001428571427,309.0,RPM,North America,326625791.0,97.50435606523484
USA8527,USA,United States,1986,87.75969999999998,311.0,RPM,North America,326625791.0,97.50435606523484
USA9912,USA,United States,1986,84.56068571428571,333.0,RPM,North America,326625791.0,97.50435606523484
USA2743,USA,United States,1987,90.44000000000001,179.5,SBIS,North America,326625791.0,97.50435606523484
USA8646,USA,United States,1987,70.5,179.5,SBIS,North America,326625791.0,97.50435606523484
USA3485,USA,United States,1988,88.58,50.0,WIS,North America,326625791.0,97.50435606523484
USA4191,USA,United States,1989,100.63,179.5,WIS,North America,326625791.0,97.50435606523484
USA4752,USA,United States,1989,82.54,179.5,WIS,North America,326625791.0,97.50435606523484
USA9752,USA,United States,1993,99.02,776.0,WIS,North America,326625791.0,97.50435606523484
USA7234,USA,United States,1993,97.64899999999997,603.0,RPM,North America,326625791.0,97.50435606523484
USA5433,USA,United States,1995,92.91381642512079,1439.0,SBIS,North America,326625791.0,97.50435606523484
USA6430,USA,United States,1995,90.16999999999996,100.0,KABC,North America,326625791.0,97.50435606523484
USA1919,USA,United States,1995,88.44499999999998,100.0,KABC,North America,326625791.0,97.50435606523484
USA8437,USA,United States,1996,75.38,531.0,WIS,North America,326625791.0,97.50435606523484
USA6627,USA,United States,1997,76.02,533.0,WIS,North America,326625791.0,97.50435606523484
USA3100,USA,United States,1999,95.56,722.0,WIS,North America,326625791.0,97.50435606523484
USA6185,USA,United States,2001,86.2,40.964,SBIS,North America,326625791.0,97.50435606523484
USA3444,USA,United States,2001,78.2,113.036,SBIS,North America,326625791.0,97.50435606523484
USA6185,USA,United States,2001,88.5,40.964,SBIS,North America,326625791.0,97.50435606523484
USA8156,USA,United States,2001,79.9,113.036,SBIS,North America,326625791.0,97.50435606523484
USA2354,USA,United States,2004,96.78,582.0,WIS,North America,326625791.0,97.50435606523484
USA4338,USA,United States,2013,101.15,804.0,WIS,North America,326625791.0,97.50435606523484
USA5836,USA,United States,2013,78.88,176.0,WIS,North America,326625791.0,97.50435606523484
UZB6176,UZB,Uzbekistan,2013,89.00641551681042,51.0,RPM,Europe & Central Asia,29748859.0,89.00641551681042
VEN6429,VEN,Venezuela,2002,92.08,82.0,WIS,Latin America & Caribbean,31304016.0,83.05783168476643
VEN4627,VEN,Venezuela,2003,79.31,40.0,WIS,Latin America & Caribbean,31304016.0,83.05783168476643
VEN7367,VEN,Venezuela,2008,71.75,79.0,WIS,Latin America & Caribbean,31304016.0,83.05783168476643
VNM5858,VNM,Vietnam,2000,78.03200897500002,251.0,RPM,East Asia & Pacific,96160163.0,89.60830895024351
VNM8413,VNM,Vietnam,2002,75.00260929957736,197.0,RPM,East Asia & Pacific,96160163.0,89.60830895024351
VNM3474,VNM,Vietnam,2011,79.1481461056,469.0,RPM,East Asia & Pacific,96160163.0,89.60830895024351
YEM8656,YEM,Yemen,2008,76.26200199375,986.0,RPM,Middle East & North Africa,28036829.0,66.11459192549623
YEM7411,YEM,Yemen,2014,70.07626645714285,1918.0,RPM,Middle East & North Africa,28036829.0,66.11459192549623
ZWE7419,ZWE,Zimbabwe,1962,74.0062144,1842.0,RPM,Sub-Saharan Africa,13805084.0,74.0062144
